No	TMNo	EnNo	Name GMNo	Mode	DateTime
245	1	15	 1	0	2018/10/12 16:44:47
246	1	17	 1	0	2018/10/12 16:44:54
247	1	55	 1	0	2018/10/12 16:46:03
248	1	2	 1	0	2018/10/12 16:49:41
249	1	30	 1	0	2018/10/12 16:53:34
250	1	21	 1	0	2018/10/12 16:54:16
251	1	33	 1	0	2018/10/12 16:57:12
252	1	40	 1	0	2018/10/12 17:03:35
253	1	37	 1	0	2018/10/12 17:11:35
254	1	39	 1	0	2018/10/12 17:18:00
255	1	22	 1	0	2018/10/12 17:19:23
256	1	51	 1	0	2018/10/12 17:23:32
257	1	23	 1	0	2018/10/12 17:28:39
258	1	29	 1	0	2018/10/12 17:37:09
259	1	18	 1	0	2018/10/12 17:41:56
260	1	6	 1	0	2018/10/12 17:43:54
261	1	19	 1	0	2018/10/12 17:44:27
262	1	36	 1	0	2018/10/12 17:44:28
263	1	41	 1	0	2018/10/12 17:44:33
264	1	34	 1	0	2018/10/12 17:48:10
265	1	9	 1	0	2018/10/12 17:58:32
266	1	12	 1	0	2018/10/12 18:04:54
267	1	10	 1	0	2018/10/12 18:07:09
268	1	2	 1	0	2018/10/12 18:22:00
269	1	38	 1	0	2018/10/12 19:30:44
270	1	2	 1	0	2018/10/13 08:22:04
271	1	6	 1	0	2018/10/13 08:22:12
272	1	7	 1	0	2018/10/15 07:20:32
273	1	38	 1	0	2018/10/15 07:37:27
274	1	39	 1	0	2018/10/15 07:43:55
275	1	23	 1	0	2018/10/15 07:44:16
276	1	2	 1	0	2018/10/15 07:45:06
277	1	6	 1	0	2018/10/15 07:49:37
278	1	17	 1	0	2018/10/15 07:56:25
279	1	12	 1	0	2018/10/15 07:57:19
280	1	55	 1	0	2018/10/15 07:57:48
281	1	49	 1	0	2018/10/15 08:03:08
282	1	51	 1	0	2018/10/15 08:10:49
283	1	10	 1	0	2018/10/15 08:14:38
284	1	22	 1	0	2018/10/15 08:18:58
285	1	34	 1	0	2018/10/15 08:26:18
286	1	26	 1	0	2018/10/15 08:26:32
287	1	30	 1	0	2018/10/15 08:29:18
288	1	31	 1	0	2018/10/15 08:31:12
289	1	41	 1	0	2018/10/15 08:31:59
290	1	20	 1	0	2018/10/15 08:32:34
291	1	14	 1	0	2018/10/15 08:39:26
292	1	21	 1	0	2018/10/15 08:43:22
293	1	18	 1	0	2018/10/15 08:45:31
294	1	16	 1	0	2018/10/15 08:52:53
295	1	25	 1	0	2018/10/15 08:54:16
296	1	33	 1	0	2018/10/15 08:57:04
297	1	52	 1	0	2018/10/15 09:02:44
298	1	13	 1	0	2018/10/15 09:02:56
299	1	37	 1	0	2018/10/15 09:03:51
300	1	36	 1	0	2018/10/15 09:14:19
301	1	24	 1	0	2018/10/15 09:14:57
302	1	40	 1	0	2018/10/15 09:19:02
303	1	27	 1	0	2018/10/15 09:20:46
304	1	15	 1	0	2018/10/15 09:34:18
305	1	53	 1	0	2018/10/15 09:35:36
306	1	9	 1	0	2018/10/15 11:01:43
307	1	7	 1	0	2018/10/15 12:04:34
308	1	38	 1	0	2018/10/15 12:11:58
309	1	4	 1	0	2018/10/15 14:14:01
310	1	17	 1	0	2018/10/15 15:59:01
311	1	31	 1	0	2018/10/15 16:14:01
312	1	20	 1	0	2018/10/15 16:30:21
313	1	4	 1	0	2018/10/15 16:35:30
314	1	26	 1	0	2018/10/15 16:38:42
315	1	15	 1	0	2018/10/15 16:46:08
316	1	40	 1	0	2018/10/15 16:46:38
317	1	22	 1	0	2018/10/15 16:46:53
318	1	16	 1	0	2018/10/15 16:47:12
319	1	37	 1	0	2018/10/15 16:54:44
320	1	21	 1	0	2018/10/15 16:54:47
321	1	53	 1	0	2018/10/15 16:55:54
322	1	33	 1	0	2018/10/15 16:58:52
323	1	18	 1	0	2018/10/15 17:01:45
324	1	30	 1	0	2018/10/15 17:10:55
325	1	22	 1	0	2018/10/15 17:12:22
326	1	25	 1	0	2018/10/15 17:16:12
327	1	55	 1	0	2018/10/15 17:19:57
328	1	2	 1	0	2018/10/15 17:21:36
329	1	10	 1	0	2018/10/15 17:24:46
330	1	13	 1	0	2018/10/15 17:28:28
331	1	52	 1	0	2018/10/15 17:28:34
332	1	23	 1	0	2018/10/15 17:29:17
333	1	39	 1	0	2018/10/15 17:35:36
334	1	34	 1	0	2018/10/15 17:38:12
335	1	51	 1	0	2018/10/15 17:51:27
336	1	6	 1	0	2018/10/15 17:55:43
337	1	9	 1	0	2018/10/15 17:58:50
338	1	12	 1	0	2018/10/15 18:00:19
339	1	49	 1	0	2018/10/15 18:04:55
340	1	9	 1	0	2018/10/16 07:13:14
341	1	35	 1	0	2018/10/16 07:33:31
342	1	22	 1	0	2018/10/16 07:39:12
343	1	39	 1	0	2018/10/16 07:46:04
344	1	23	 1	0	2018/10/16 07:47:10
345	1	2	 1	0	2018/10/16 07:47:49
346	1	6	 1	0	2018/10/16 07:49:36
347	1	30	 1	0	2018/10/16 07:54:09
348	1	12	 1	0	2018/10/16 07:54:35
349	1	17	 1	0	2018/10/16 08:00:49
350	1	4	 1	0	2018/10/16 08:03:35
351	1	49	 1	0	2018/10/16 08:11:11
352	1	55	 1	0	2018/10/16 08:11:31
353	1	51	 1	0	2018/10/16 08:14:06
354	1	32	 1	0	2018/10/16 08:15:55
355	1	28	 1	0	2018/10/16 08:16:17
356	1	34	 1	0	2018/10/16 08:17:57
357	1	20	 1	0	2018/10/16 08:20:21
358	1	21	 1	0	2018/10/16 08:22:20
359	1	27	 1	0	2018/10/16 08:27:14
360	1	31	 1	0	2018/10/16 08:31:35
361	1	19	 1	0	2018/10/16 08:35:14
362	1	41	 1	0	2018/10/16 08:35:17
363	1	14	 1	0	2018/10/16 08:46:21
364	1	13	 1	0	2018/10/16 08:49:55
365	1	52	 1	0	2018/10/16 08:49:58
366	1	18	 1	0	2018/10/16 08:57:07
367	1	25	 1	0	2018/10/16 08:57:09
368	1	37	 1	0	2018/10/16 08:57:40
369	1	29	 1	0	2018/10/16 09:03:35
370	1	43	 1	0	2018/10/16 09:04:19
371	1	33	 1	0	2018/10/16 09:04:42
372	1	26	 1	0	2018/10/16 09:05:14
373	1	40	 1	0	2018/10/16 09:10:15
374	1	36	 1	0	2018/10/16 09:11:31
375	1	24	 1	0	2018/10/16 09:11:51
376	1	16	 1	0	2018/10/16 09:13:58
377	1	53	 1	0	2018/10/16 09:43:12
378	1	4	 1	0	2018/10/16 10:05:48
379	1	10	 1	0	2018/10/16 11:24:21
380	1	41	 1	0	2018/10/16 16:10:09
381	1	19	 1	0	2018/10/16 16:10:13
382	1	31	 1	0	2018/10/16 16:12:17
383	1	22	 1	0	2018/10/16 16:14:51
384	1	17	 1	0	2018/10/16 16:16:12
385	1	20	 1	0	2018/10/16 16:17:06
386	1	40	 1	0	2018/10/16 16:21:27
387	1	26	 1	0	2018/10/16 16:31:04
388	1	16	 1	0	2018/10/16 16:35:11
389	1	37	 1	0	2018/10/16 16:41:11
390	1	15	 1	0	2018/10/16 16:47:56
391	1	53	 1	0	2018/10/16 16:49:05
392	1	9	 1	0	2018/10/16 16:55:42
393	1	33	 1	0	2018/10/16 17:04:08
394	1	55	 1	0	2018/10/16 17:08:47
395	1	18	 1	0	2018/10/16 17:19:16
396	1	51	 1	0	2018/10/16 17:20:04
397	1	30	 1	0	2018/10/16 17:20:43
398	1	39	 1	0	2018/10/16 17:21:00
399	1	21	 1	0	2018/10/16 17:22:12
400	1	36	 1	0	2018/10/16 17:23:40
401	1	24	 1	0	2018/10/16 17:23:45
402	1	29	 1	0	2018/10/16 17:27:32
403	1	23	 1	0	2018/10/16 17:28:32
404	1	35	 1	0	2018/10/16 17:32:22
405	1	34	 1	0	2018/10/16 17:40:26
406	1	2	 1	0	2018/10/16 17:42:53
407	1	6	 1	0	2018/10/16 17:49:44
408	1	10	 1	0	2018/10/16 17:53:05
409	1	12	 1	0	2018/10/16 17:54:18
410	1	49	 1	0	2018/10/16 18:10:49
411	1	38	 1	0	2018/10/17 07:05:22
412	1	7	 1	0	2018/10/17 07:19:44
413	1	35	 1	0	2018/10/17 07:37:45
414	1	23	 1	0	2018/10/17 07:39:00
415	1	39	 1	0	2018/10/17 07:39:06
416	1	2	 1	0	2018/10/17 07:40:47
417	1	6	 1	0	2018/10/17 07:44:09
418	1	55	 1	0	2018/10/17 07:46:18
419	1	49	 1	0	2018/10/17 08:04:46
420	1	30	 1	0	2018/10/17 08:05:18
421	1	12	 1	0	2018/10/17 08:07:44
422	1	51	 1	0	2018/10/17 08:08:05
423	1	20	 1	0	2018/10/17 08:10:09
424	1	18	 1	0	2018/10/17 08:14:26
425	1	21	 1	0	2018/10/17 08:20:03
426	1	34	 1	0	2018/10/17 08:21:16
427	1	10	 1	0	2018/10/17 08:21:32
428	1	31	 1	0	2018/10/17 08:22:15
429	1	27	 1	0	2018/10/17 08:23:09
430	1	33	 1	0	2018/10/17 08:24:08
431	1	26	 1	0	2018/10/17 08:32:10
432	1	52	 1	0	2018/10/17 08:37:27
433	1	13	 1	0	2018/10/17 08:37:44
434	1	32	 1	0	2018/10/17 08:42:11
435	1	28	 1	0	2018/10/17 08:42:30
436	1	41	 1	0	2018/10/17 08:44:10
437	1	43	 1	0	2018/10/17 08:52:23
438	1	14	 1	0	2018/10/17 08:58:26
439	1	24	 1	0	2018/10/17 09:01:20
440	1	37	 1	0	2018/10/17 09:07:10
441	1	29	 1	0	2018/10/17 09:11:02
442	1	25	 1	0	2018/10/17 09:15:57
443	1	40	 1	0	2018/10/17 09:19:06
444	1	16	 1	0	2018/10/17 09:20:40
445	1	15	 1	0	2018/10/17 09:21:28
446	1	53	 1	0	2018/10/17 09:42:56
447	1	9	 1	0	2018/10/17 11:23:53
448	1	7	 1	0	2018/10/17 12:04:04
449	1	4	 1	0	2018/10/17 14:20:55
450	1	31	 1	0	2018/10/17 16:19:15
451	1	37	 1	0	2018/10/17 16:28:44
452	1	40	 1	0	2018/10/17 16:30:47
453	1	4	 1	0	2018/10/17 16:36:30
454	1	26	 1	0	2018/10/17 16:38:00
455	1	53	 1	0	2018/10/17 16:42:51
456	1	15	 1	0	2018/10/17 16:43:39
457	1	20	 1	0	2018/10/17 16:44:59
458	1	16	 1	0	2018/10/17 16:52:35
459	1	21	 1	0	2018/10/17 16:54:43
460	1	33	 1	0	2018/10/17 17:00:18
461	1	10	 1	0	2018/10/17 17:05:39
462	1	55	 1	0	2018/10/17 17:14:56
463	1	30	 1	0	2018/10/17 17:17:03
464	1	18	 1	0	2018/10/17 17:26:43
465	1	23	 1	0	2018/10/17 17:26:51
466	1	35	 1	0	2018/10/17 17:33:18
467	1	36	 1	0	2018/10/17 17:33:51
468	1	24	 1	0	2018/10/17 17:33:57
469	1	34	 1	0	2018/10/17 17:46:07
470	1	51	 1	0	2018/10/17 17:46:52
471	1	39	 1	0	2018/10/17 17:48:07
472	1	12	 1	0	2018/10/17 17:52:29
473	1	6	 1	0	2018/10/17 17:53:06
474	1	9	 1	0	2018/10/17 17:57:25
475	1	49	 1	0	2018/10/17 17:59:36
476	1	2	 1	0	2018/10/17 18:05:11
477	1	38	 1	0	2018/10/17 18:16:42
478	1	7	 1	0	2018/10/18 07:19:09
479	1	39	 1	0	2018/10/18 07:33:21
480	1	35	 1	0	2018/10/18 07:34:47
481	1	38	 1	0	2018/10/18 07:39:37
482	1	23	 1	0	2018/10/18 07:40:57
483	1	30	 1	0	2018/10/18 07:47:04
484	1	55	 1	0	2018/10/18 07:47:53
485	1	2	 1	0	2018/10/18 07:48:07
486	1	6	 1	0	2018/10/18 07:49:31
487	1	12	 1	0	2018/10/18 08:02:38
488	1	17	 1	0	2018/10/18 08:05:26
489	1	20	 1	0	2018/10/18 08:07:22
490	1	49	 1	0	2018/10/18 08:07:47
491	1	51	 1	0	2018/10/18 08:08:53
492	1	4	 1	0	2018/10/18 08:09:23
493	1	32	 1	0	2018/10/18 08:10:50
494	1	28	 1	0	2018/10/18 08:12:37
495	1	18	 1	0	2018/10/18 08:18:01
496	1	41	 1	0	2018/10/18 08:21:01
497	1	19	 1	0	2018/10/18 08:21:04
498	1	31	 1	0	2018/10/18 08:22:11
499	1	14	 1	0	2018/10/18 08:24:35
500	1	21	 1	0	2018/10/18 08:28:18
501	1	27	 1	0	2018/10/18 08:29:43
502	1	13	 1	0	2018/10/18 08:32:08
503	1	36	 1	0	2018/10/18 08:47:50
504	1	24	 1	0	2018/10/18 08:48:40
505	1	26	 1	0	2018/10/18 08:52:35
506	1	25	 1	0	2018/10/18 08:56:08
507	1	16	 1	0	2018/10/18 09:01:31
508	1	53	 1	0	2018/10/18 09:05:27
509	1	15	 1	0	2018/10/18 09:06:28
510	1	40	 1	0	2018/10/18 09:07:41
511	1	37	 1	0	2018/10/18 09:09:36
512	1	29	 1	0	2018/10/18 09:27:20
513	1	43	 1	0	2018/10/18 09:49:30
514	1	4	 1	0	2018/10/18 10:00:56
515	1	10	 1	0	2018/10/18 10:02:06
516	1	9	 1	0	2018/10/18 11:00:02
517	1	7	 1	0	2018/10/18 12:09:45
518	1	10	 1	0	2018/10/18 13:09:11
519	1	2	 1	0	2018/10/18 13:10:50
520	1	2	 1	0	2018/10/18 16:11:47
521	1	43	 1	0	2018/10/18 16:12:21
522	1	20	 1	0	2018/10/18 16:25:29
523	1	33	 1	0	2018/10/18 16:30:36
524	1	37	 1	0	2018/10/18 16:32:21
525	1	17	 1	0	2018/10/18 16:32:52
526	1	26	 1	0	2018/10/18 16:40:55
527	1	31	 1	0	2018/10/18 16:42:23
528	1	15	 1	0	2018/10/18 16:45:59
529	1	16	 1	0	2018/10/18 16:52:57
530	1	21	 1	0	2018/10/18 16:55:25
531	1	40	 1	0	2018/10/18 16:57:12
532	1	19	 1	0	2018/10/18 16:58:08
533	1	41	 1	0	2018/10/18 16:58:19
534	1	53	 1	0	2018/10/18 16:59:57
535	1	55	 1	0	2018/10/18 17:00:49
536	1	49	 1	0	2018/10/18 17:09:55
537	1	35	 1	0	2018/10/18 17:16:38
538	1	18	 1	0	2018/10/18 17:20:51
539	1	34	 1	0	2018/10/18 17:23:52
540	1	30	 1	0	2018/10/18 17:26:33
541	1	23	 1	0	2018/10/18 17:28:22
542	1	51	 1	0	2018/10/18 17:36:34
543	1	39	 1	0	2018/10/18 17:36:55
544	1	29	 1	0	2018/10/18 17:39:12
545	1	29	 1	0	2018/10/18 17:44:13
546	1	40	 1	0	2018/10/18 17:44:20
547	1	36	 1	0	2018/10/18 17:49:45
548	1	24	 1	0	2018/10/18 17:50:03
549	1	12	 1	0	2018/10/18 17:54:20
550	1	9	 1	0	2018/10/18 18:03:02
551	1	6	 1	0	2018/10/18 18:06:17
552	1	2	 1	0	2018/10/18 18:08:19
553	1	38	 1	0	2018/10/18 18:35:31
554	1	7	 1	0	2018/10/19 07:09:58
555	1	35	 1	0	2018/10/19 07:37:24
556	1	38	 1	0	2018/10/19 07:39:45
557	1	23	 1	0	2018/10/19 07:42:12
558	1	12	 1	0	2018/10/19 07:45:52
559	1	6	 1	0	2018/10/19 07:49:32
560	1	2	 1	0	2018/10/19 07:50:45
561	1	30	 1	0	2018/10/19 08:00:10
562	1	17	 1	0	2018/10/19 08:00:21
563	1	13	 1	0	2018/10/19 08:05:05
564	1	34	 1	0	2018/10/19 08:05:36
565	1	49	 1	0	2018/10/19 08:06:45
566	1	26	 1	0	2018/10/19 08:09:43
567	1	51	 1	0	2018/10/19 08:13:12
568	1	55	 1	0	2018/10/19 08:13:37
569	1	20	 1	0	2018/10/19 08:17:58
570	1	19	 1	0	2018/10/19 08:22:28
571	1	41	 1	0	2018/10/19 08:23:35
572	1	31	 1	0	2018/10/19 08:25:01
573	1	27	 1	0	2018/10/19 08:30:08
574	1	32	 1	0	2018/10/19 08:36:33
575	1	28	 1	0	2018/10/19 08:37:40
576	1	16	 1	0	2018/10/19 08:44:21
577	1	33	 1	0	2018/10/19 08:45:38
578	1	21	 1	0	2018/10/19 08:52:46
579	1	15	 1	0	2018/10/19 08:54:30
580	1	25	 1	0	2018/10/19 08:54:46
581	1	53	 1	0	2018/10/19 08:56:39
